"ASV","species","average","overall","sd","ratio","ava","avb","ord","cusum","p","Comparison","Position"
"ASV_3128","ASV_3128",0.0035055075035115,0.975515876888199,0.00453246740780948,0.773421447547859,94.838,0,67,0.999672350374386,0.004,"latrine_1931-1962_control_1984-2024",3128
"ASV_14417","ASV_14417",0.00322471107168379,0.975515876888199,0.00208864112109281,1.54392779071427,87.2413333333333,0,12785,1,0.001,"latrine_1931-1962_control_1984-2024",14417
"ASV_14414","ASV_14414",0.0276908035780291,0.950699046351741,0.03988348352636,0.694292502301801,742.818,18.987,11662,1,0.026,"latrine_1931-1962_control_LIA",14414
"ASV_2726","ASV_2726",0.026425402281856,0.950699046351741,0.037654783178631,0.70178075801144,718.309333333333,3.4015,12864,0.976093075489943,0.008,"latrine_1931-1962_control_LIA",2726
"ASV_14467","ASV_14467",0.0108668835169168,0.950699046351741,0.0160514507327523,0.67700320038633,293.992666666667,0,11738,1,0.016,"latrine_1931-1962_control_LIA",14467
"ASV_16732","ASV_16732",0.00880808752864641,0.950699046351741,0.0130104075189306,0.67700320038633,238.294,0,15055,1,0.016,"latrine_1931-1962_control_LIA",16732
"ASV_18901","ASV_18901",0.00660341046302457,0.950699046351741,0.00975388367330664,0.67700320038633,178.648666666667,0,18019,1,0.028,"latrine_1931-1962_control_LIA",18901
"ASV_15991","ASV_15991",0.00611336586087085,0.950699046351741,0.00438222737064677,1.39503620962702,0,165.391,13933,1,0.009,"latrine_1931-1962_control_LIA",15991
"ASV_10652","ASV_10652",0.00532590374805944,0.950699046351741,0.00536247621131378,0.99317992997765,0,144.087,7045,1,0.004,"latrine_1931-1962_control_LIA",10652
"ASV_14443","ASV_14443",0.00519832557108006,0.950699046351741,0.00428255704135773,1.21383685514951,62.0273333333333,140.6355,11703,1,0.014,"latrine_1931-1962_control_LIA",14443
"ASV_10647","ASV_10647",0.0051605123087159,0.950699046351741,0.00454363303235035,1.13576784744133,0,139.6125,7038,1,0.021,"latrine_1931-1962_control_LIA",10647
"ASV_10791","ASV_10791",0.00486859614105123,0.950699046351741,0.00531127239085432,0.916653446250404,0,131.715,7210,1,0.002,"latrine_1931-1962_control_LIA",10791
"ASV_14414","ASV_14414",0.0282568648710809,0.919434217983786,0.0379052628205461,0.745460201789303,742.818,64.9296666666667,12051,1,0.01,"latrine_1931-1962_control_LIA-1931",14414
"ASV_2726","ASV_2726",0.0265336857149898,0.919434217983786,0.0370963875584011,0.715263330512104,718.309333333333,0.467,3738,0.981146977862446,0.004,"latrine_1931-1962_control_LIA-1931",2726
"ASV_14467","ASV_14467",0.0110906089056455,0.919434217983786,0.0152409429231637,0.727685220104694,293.992666666667,18.158,12120,1,0.01,"latrine_1931-1962_control_LIA-1931",14467
"ASV_16169","ASV_16169",0.00923817796505754,0.919434217983786,0.00759354930715026,1.21658233737399,6.156,256.085666666667,14570,1,0.011,"latrine_1931-1962_control_LIA-1931",16169
"ASV_16732","ASV_16732",0.00880808752864641,0.919434217983786,0.0128176500848099,0.687184270936277,238.294,0,15344,1,0.01,"latrine_1931-1962_control_LIA-1931",16732
"ASV_18901","ASV_18901",0.00667709437092892,0.919434217983786,0.00940867955874726,0.709673905805542,178.648666666667,5.98033333333333,18109,1,0.02,"latrine_1931-1962_control_LIA-1931",18901
"ASV_16172","ASV_16172",0.0046373384917408,0.919434217983786,0.00566337193542645,0.818829938173857,127.928,7.40833333333333,14573,1,0.035,"latrine_1931-1962_control_LIA-1931",16172
"ASV_20090","ASV_20090",0.00392678839851162,0.919434217983786,0.00564089279056207,0.696128883194099,106.235333333333,0,19669,1,0.049,"latrine_1931-1962_control_LIA-1931",20090
"ASV_10602","ASV_10602",0.0038451738498312,0.919434217983786,0.00444109370391897,0.865816869938613,104.027333333333,0,7262,1,0.045,"latrine_1931-1962_control_LIA-1931",10602
"ASV_3195","ASV_3195",0.00352177127227027,0.919434217983786,0.00512492998053044,0.687184270936277,95.278,0,12199,0.990325728362291,0.001,"latrine_1931-1962_control_LIA-1931",3195
"ASV_16731","ASV_16731",0.0276258544639117,0.831059761957566,0.0211306584152015,1.30738256807168,627.484,425.6612,15760,1,0.046,"latrine_1931-1962_latrine_1984-2024",16731
"ASV_2726","ASV_2726",0.0265427934254947,0.831059761957566,0.036667500598141,0.723877902570769,718.309333333333,0.2206,1510,0.998976760316952,0.004,"latrine_1931-1962_latrine_1984-2024",2726
"ASV_10589","ASV_10589",0.0180135284985584,0.831059761957566,0.0247037845037959,0.729180927553449,479.290666666667,24.142,8274,1,0.008,"latrine_1931-1962_latrine_1984-2024",10589
"ASV_14467","ASV_14467",0.0108668835169168,0.831059761957566,0.0156308155436341,0.695221787153807,293.992666666667,0,12938,1,0.036,"latrine_1931-1962_latrine_1984-2024",14467
"ASV_16732","ASV_16732",0.00880808752864641,0.831059761957566,0.0126694641787711,0.695221787153807,238.294,0,15761,1,0.019,"latrine_1931-1962_latrine_1984-2024",16732
"ASV_18901","ASV_18901",0.00660341046302457,0.831059761957566,0.00949827894499467,0.695221787153807,178.648666666667,0,18374,1,0.048,"latrine_1931-1962_latrine_1984-2024",18901
"ASV_13159","ASV_13159",0.00565746285207363,0.831059761957566,0.00593740741064506,0.95285070752101,135.99,53.3754,11265,1,0.017,"latrine_1931-1962_latrine_1984-2024",13159
"ASV_16172","ASV_16172",0.00469626179739287,0.831059761957566,0.00563484568057222,0.833432193819363,127.928,5.578,15099,1,0.019,"latrine_1931-1962_latrine_1984-2024",16172
"ASV_20090","ASV_20090",0.00416840393287499,0.831059761957566,0.00501001036322228,0.832015032039575,106.235333333333,22.8932,19833,1,0.018,"latrine_1931-1962_latrine_1984-2024",20090
"ASV_10602","ASV_10602",0.0038451738498312,0.831059761957566,0.00438974985462024,0.875943727359347,104.027333333333,0,8288,1,0.03,"latrine_1931-1962_latrine_1984-2024",10602
"ASV_16731","ASV_16731",0.0281908959858062,0.820619033537863,0.0321708447540064,0.876287091662254,627.484,449.9285,15598,1,0.05,"latrine_1931-1962_latrine_LIA",16731
"ASV_14414","ASV_14414",0.0274728813976984,0.820619033537863,0.0405092508916064,0.678187840876388,742.818,1.3,12508,1,0.034,"latrine_1931-1962_latrine_LIA",14414
"ASV_2726","ASV_2726",0.0261986828811513,0.820619033537863,0.0375861704988463,0.697029852561208,718.309333333333,12.0335,17418,0.993828228549544,0.016,"latrine_1931-1962_latrine_LIA",2726
"ASV_13169","ASV_13169",0.0232912138685592,0.820619033537863,0.0150683472423316,1.54570461471229,394.042,731.1315,10875,1,0.017,"latrine_1931-1962_latrine_LIA",13169
"ASV_10589","ASV_10589",0.0178135765506025,0.820619033537863,0.0258835519559172,0.68821993909264,479.290666666667,7.9135,7900,1,0.023,"latrine_1931-1962_latrine_LIA",10589
"ASV_14467","ASV_14467",0.0109202274463419,0.820619033537863,0.0158964988158751,0.686958025967098,293.992666666667,4.3295,12582,1,0.014,"latrine_1931-1962_latrine_LIA",14467
"ASV_16732","ASV_16732",0.00974456026219167,0.820619033537863,0.0114353939888137,0.852140317309918,238.294,76.006,15599,1,0.004,"latrine_1931-1962_latrine_LIA",16732
"ASV_17552","ASV_17552",0.00819645893398388,0.820619033537863,0.00730252585842846,1.12241422938936,49.0053333333333,221.747,16571,1,0.008,"latrine_1931-1962_latrine_LIA",17552
"ASV_18901","ASV_18901",0.00660341046302457,0.820619033537863,0.00975388367330664,0.67700320038633,178.648666666667,0,18280,1,0.024,"latrine_1931-1962_latrine_LIA",18901
"ASV_16172","ASV_16172",0.00498255341169513,0.820619033537863,0.00497244599182577,1.00203268570156,127.928,63.238,14902,1,0.016,"latrine_1931-1962_latrine_LIA",16172
"ASV_14414","ASV_14414",0.0276661040059798,0.841861766179575,0.0393642670680307,0.702822789972598,742.818,16.9823333333333,12766,1,0.024,"latrine_1931-1962_latrine_LIA-1931",14414
"ASV_2726","ASV_2726",0.0267026071314162,0.841861766179575,0.0352013937876077,0.758566757115638,718.309333333333,72.833,9084,0.998127977896001,0.006,"latrine_1931-1962_latrine_LIA-1931",2726
"ASV_10589","ASV_10589",0.0179200200422201,0.841861766179575,0.0252123355373449,0.710763983593534,479.290666666667,16.5526666666667,8147,1,0.024,"latrine_1931-1962_latrine_LIA-1931",10589
"ASV_14467","ASV_14467",0.0108668835169168,0.841861766179575,0.0158136383158346,0.687184270936277,293.992666666667,0,12840,1,0.025,"latrine_1931-1962_latrine_LIA-1931",14467
"ASV_16732","ASV_16732",0.00880808752864641,0.841861766179575,0.0128176500848099,0.687184270936277,238.294,0,15732,1,0.014,"latrine_1931-1962_latrine_LIA-1931",16732
"ASV_18901","ASV_18901",0.00660341046302457,0.841861766179575,0.00960937370412675,0.687184270936277,178.648666666667,0,18332,1,0.034,"latrine_1931-1962_latrine_LIA-1931",18901
"ASV_16172","ASV_16172",0.00486010694660063,0.841861766179575,0.00521840252127027,0.931339988969953,127.928,37.94,15053,1,0.022,"latrine_1931-1962_latrine_LIA-1931",16172
"ASV_20090","ASV_20090",0.00433819603591172,0.841861766179575,0.00526949128159721,0.823266574339371,106.235333333333,35.2146666666667,19815,1,0.013,"latrine_1931-1962_latrine_LIA-1931",20090
"ASV_10602","ASV_10602",0.00429453028100178,0.841861766179575,0.00455985831874774,0.94181221888955,104.027333333333,46.8326666666667,8160,1,0.005,"latrine_1931-1962_latrine_LIA-1931",10602
"ASV_3195","ASV_3195",0.00352177127227027,0.841861766179575,0.00512492998053044,0.687184270936277,95.278,0,95,1,0.001,"latrine_1931-1962_latrine_LIA-1931",3195
"ASV_18287","ASV_18287",0.027552857248466,0.965964515413617,0.0448102017247462,0.61487911653944,0,745.415,16964,1,0.001,"latrine_1984-2024_control_LIA",18287
"ASV_18294","ASV_18294",0.0246583314851778,0.965964515413617,0.0418831751127367,0.588740739421143,0,667.1065,16972,1,0.001,"latrine_1984-2024_control_LIA",18294
"ASV_14196","ASV_14196",0.0222288977600355,0.965964515413617,0.0249429535633539,0.891189477764738,610.141,12.755,10835,1,0.033,"latrine_1984-2024_control_LIA",14196
"ASV_19023","ASV_19023",0.0112510534486582,0.965964515413617,0.0197356533055954,0.570087712549569,0,304.386,18010,1,0.001,"latrine_1984-2024_control_LIA",19023
"ASV_10673","ASV_10673",0.00911026095956236,0.965964515413617,0.0154818269611527,0.588448700687716,0,246.469,6572,1,0.002,"latrine_1984-2024_control_LIA",10673
"ASV_19374","ASV_19374",0.00788140755525985,0.965964515413617,0.0137629015070299,0.572655958573427,0.9602,212.7435,18558,1,0.041,"latrine_1984-2024_control_LIA",19374
"ASV_15991","ASV_15991",0.00610788792784801,0.965964515413617,0.00424914596593108,1.43743895286723,0.1482,165.391,13510,1,0.002,"latrine_1984-2024_control_LIA",15991
"ASV_18286","ASV_18286",0.00544516522510535,0.965964515413617,0.00952631127966867,0.571592200301765,0,147.3135,16963,1,0.001,"latrine_1984-2024_control_LIA",18286
"ASV_10652","ASV_10652",0.00532590374805944,0.965964515413617,0.00519958629424297,1.02429375082328,0,144.087,6551,1,0.001,"latrine_1984-2024_control_LIA",10652
"ASV_14443","ASV_14443",0.00519832557108006,0.965964515413617,0.00547598267499233,0.949295474366589,0,140.6355,11183,1,0.003,"latrine_1984-2024_control_LIA",14443
"ASV_17750","ASV_17750",0.0267363421305537,0.868539897981814,0.046898646545077,0.570087712549569,0,723.325,16633,1,0.001,"latrine_1984-2024_latrine_LIA",17750
"ASV_13169","ASV_13169",0.023980191468914,0.868539897981814,0.0202455455588559,1.18446753628847,194.4474,731.1315,10539,1,0.01,"latrine_1984-2024_latrine_LIA",13169
"ASV_18402","ASV_18402",0.0114872403341465,0.868539897981814,0.0149778377661568,0.766949176075503,37.7174,323.649,17452,1,0.014,"latrine_1984-2024_latrine_LIA",18402
"ASV_17552","ASV_17552",0.00819645893398389,0.868539897981814,0.00859592589327428,0.953528338395408,1.6924,221.747,16361,1,0.002,"latrine_1984-2024_latrine_LIA",17552
"ASV_18394","ASV_18394",0.00802346418274562,0.868539897981814,0.0101954320594807,0.786966568551118,85.9538,204.027,17444,1,0.028,"latrine_1984-2024_latrine_LIA",18394
"ASV_17562","ASV_17562",0.00595086493679308,0.868539897981814,0.0102462928244341,0.580782243759637,3.0054,159.492,16373,1,0.01,"latrine_1984-2024_latrine_LIA",17562
"ASV_19558","ASV_19558",0.00448102683521845,0.868539897981814,0.00761476903712548,0.588465232940277,3.9894,119.235,18993,1,0.011,"latrine_1984-2024_latrine_LIA",19558
"ASV_18900","ASV_18900",0.00401179123235011,0.868539897981814,0.00589002603504145,0.681116044051898,0.191,108.6305,18129,1,0.008,"latrine_1984-2024_latrine_LIA",18900
"ASV_13168","ASV_13168",0.00369822207436978,0.868539897981814,0.00410821400519172,0.900201905182198,31.5372,97.2185,10538,1,0.025,"latrine_1984-2024_latrine_LIA",13168
"ASV_16317","ASV_16317",0.0034016226805648,0.868539897981814,0.00596684090129206,0.570087712549569,0,92.0275,14854,1,0.001,"latrine_1984-2024_latrine_LIA",16317
"ASV_19415","ASV_19415",0.0495790394519603,0.954057547456527,0.0720277818038165,0.688332171425183,1.274,1341.208,18742,1,0.004,"latrine_LIA-1931_control_1931-1962",19415
"ASV_18755","ASV_18755",0.0387966782484414,0.954057547456527,0.0549006462721046,0.706670702128953,1.116,1049.97733333333,17850,1,0.001,"latrine_LIA-1931_control_1931-1962",18755
"ASV_13800","ASV_13800",0.0210822059584535,0.954057547456527,0.029297124106974,0.719599844731347,0,570.358,11336,1,0.001,"latrine_LIA-1931_control_1931-1962",13800
"ASV_12302","ASV_12302",0.0207817205095981,0.954057547456527,0.0265098873852597,0.783923379514369,0,562.228666666667,9484,1,0.021,"latrine_LIA-1931_control_1931-1962",12302
"ASV_19084","ASV_19084",0.011652793179074,0.954057547456527,0.0169573048626349,0.687184270936277,0,315.254666666667,18318,1,0.017,"latrine_LIA-1931_control_1931-1962",19084
"ASV_16733","ASV_16733",0.0103147039254824,0.954057547456527,0.0150100989817895,0.687184270936277,0,279.054,15361,1,0.035,"latrine_LIA-1931_control_1931-1962",16733
"ASV_10650","ASV_10650",0.0102685493211109,0.954057547456527,0.00876505525819678,1.17153275348813,0,277.805333333333,7568,1,0.001,"latrine_LIA-1931_control_1931-1962",10650
"ASV_19000","ASV_19000",0.00690125920997511,0.954057547456527,0.0100428072961744,0.687184270936277,0,186.706666666667,18218,1,0.001,"latrine_LIA-1931_control_1931-1962",19000
"ASV_11511","ASV_11511",0.0062931913949878,0.954057547456527,0.00605578563321424,1.03920313170788,170.256,0,8515,1,0.032,"latrine_LIA-1931_control_1931-1962",11511
"ASV_17541","ASV_17541",0.00618382165709733,0.954057547456527,0.00583185665920083,1.06035213457128,75.012,158.953333333333,16340,1,0.022,"latrine_LIA-1931_control_1931-1962",17541
"ASV_17512","ASV_17512",0.0657792612306252,0.964478191764619,0.0697460495441882,0.943125261724682,142.779,1843.1486,16374,1,0.021,"latrine_LIA-1931_control_1984-2024",17512
"ASV_12230","ASV_12230",0.0195870850890811,0.964478191764619,0.0356783349493341,0.548991008602173,530.545,0.636,9643,1,0.001,"latrine_LIA-1931_control_1984-2024",12230
"ASV_18834","ASV_18834",0.0163231610852369,0.964478191764619,0.0194782494859031,0.838019920478502,0.0683333333333333,441.6478,18065,1,0.021,"latrine_LIA-1931_control_1984-2024",18834
"ASV_19024","ASV_19024",0.013543214804958,0.964478191764619,0.0216261442818169,0.626242691645456,340.906,57.8866,18312,1,0.016,"latrine_LIA-1931_control_1984-2024",19024
"ASV_17443","ASV_17443",0.00916188364012715,0.964478191764619,0.0114185324118867,0.802369631196181,0,247.8656,16280,1,0.021,"latrine_LIA-1931_control_1984-2024",17443
"ASV_12161","ASV_12161",0.00899273551662108,0.964478191764619,0.00933342088944849,0.963498338191031,0.0863333333333333,243.324,9555,1,0.011,"latrine_LIA-1931_control_1984-2024",12161
"ASV_10826","ASV_10826",0.00851174194820236,0.964478191764619,0.00801654765240011,1.0617715152799,32.1826666666667,256.0228,8008,1,0.014,"latrine_LIA-1931_control_1984-2024",10826
"ASV_10637","ASV_10637",0.00771224218230206,0.964478191764619,0.0114835582587194,0.671589938288178,208.647,0,7796,1,0.02,"latrine_LIA-1931_control_1984-2024",10637
"ASV_17981","ASV_17981",0.00676867992410241,0.964478191764619,0.00765317755165219,0.884427400046556,12.4383333333333,188.0952,16955,1,0.048,"latrine_LIA-1931_control_1984-2024",17981
"ASV_11511","ASV_11511",0.0062931913949878,0.964478191764619,0.0059348305122542,1.06038266501354,170.256,0,8787,1,0.001,"latrine_LIA-1931_control_1984-2024",11511
"ASV_18287","ASV_18287",0.027552857248466,0.95811304551391,0.0451981760787887,0.609601086566776,0,745.415,16966,1,0.001,"latrine_LIA-1931_control_LIA",18287
"ASV_18294","ASV_18294",0.0246583314851778,0.95811304551391,0.0422458067721393,0.583687077351301,0,667.1065,16974,1,0.001,"latrine_LIA-1931_control_LIA",18294
"ASV_18273","ASV_18273",0.0207833715285478,0.95811304551391,0.0299008178751117,0.695077024827709,145.345666666667,489.6005,16949,1,0.018,"latrine_LIA-1931_control_LIA",18273
"ASV_19023","ASV_19023",0.0112510534486582,0.95811304551391,0.0199065279512817,0.565194165260439,0,304.386,17974,1,0.001,"latrine_LIA-1931_control_LIA",19023
"ASV_10673","ASV_10673",0.00911026095956236,0.95811304551391,0.0156158712542703,0.583397545434493,0,246.469,6528,1,0.002,"latrine_LIA-1931_control_LIA",10673
"ASV_19374","ASV_19374",0.00787230477316971,0.95811304551391,0.0138979673583116,0.566435693091602,0.467666666666667,212.7435,18536,1,0.04,"latrine_LIA-1931_control_LIA",19374
"ASV_11511","ASV_11511",0.0062931913949878,0.95811304551391,0.0060117429713662,1.04681644324485,170.256,0,7479,1,0.011,"latrine_LIA-1931_control_LIA",11511
"ASV_15991","ASV_15991",0.00611336586087085,0.95811304551391,0.00428590291850227,1.42638925265419,0,165.391,13475,1,0.002,"latrine_LIA-1931_control_LIA",15991
"ASV_18286","ASV_18286",0.00544516522510535,0.95811304551391,0.00960879170427913,0.566685738715766,0,147.3135,16965,1,0.001,"latrine_LIA-1931_control_LIA",18286
"ASV_10652","ASV_10652",0.00532590374805944,0.95811304551391,0.00524460519744248,1.0155013671299,0,144.087,6505,1,0.001,"latrine_LIA-1931_control_LIA",10652
"ASV_14196","ASV_14196",0.021452297873389,0.846824703679062,0.022302821973416,0.961864731689973,140.602333333333,610.141,12318,1,0.027,"latrine_LIA-1931_latrine_1984-2024",14196
"ASV_12230","ASV_12230",0.0191769350188512,0.846824703679062,0.0349557893089742,0.548605406942646,530.545,52.6116,9866,1,0.004,"latrine_LIA-1931_latrine_1984-2024",12230
"ASV_19024","ASV_19024",0.0126009462556369,0.846824703679062,0.0223925280578162,0.562729952737001,340.906,0,18410,1,0.023,"latrine_LIA-1931_latrine_1984-2024",19024
"ASV_10637","ASV_10637",0.00846522017693009,0.846824703679062,0.0112960047096862,0.749399490748375,208.647,52.9472,8019,1,0.007,"latrine_LIA-1931_latrine_1984-2024",10637
"ASV_15028","ASV_15028",0.00578941130085508,0.846824703679062,0.0111948482358096,0.517149601218902,139.295666666667,25.9966,13383,1,0.031,"latrine_LIA-1931_latrine_1984-2024",15028
"ASV_11511","ASV_11511",0.00547208299450482,0.846824703679062,0.0054915800913541,0.996449638077758,170.256,45.9618,9010,1,0.003,"latrine_LIA-1931_latrine_1984-2024",11511
"ASV_13843","ASV_13843",0.00509254330844484,0.846824703679062,0.00543564726299474,0.936878914699687,80.6556666666667,104.1802,11866,1,0.034,"latrine_LIA-1931_latrine_1984-2024",13843
"ASV_13419","ASV_13419",0.00500083290209704,0.846824703679062,0.00777784401911109,0.642958754355243,112.092,48.5512,11304,1,0.023,"latrine_LIA-1931_latrine_1984-2024",13419
"ASV_13139","ASV_13139",0.00453393213572854,0.846824703679062,0.00828567288940446,0.547201439912797,122.661,0,10936,1,0.001,"latrine_LIA-1931_latrine_1984-2024",13139
"ASV_14410","ASV_14410",0.00448511372317094,0.846824703679062,0.00547409692838415,0.819333998255465,54.2313333333333,97.8092,12597,1,0.038,"latrine_LIA-1931_latrine_1984-2024",14410
"ASV_17750","ASV_17750",0.0267363421305537,0.855177613907987,0.0473047030098652,0.565194165260439,0,723.325,16633,1,0.001,"latrine_LIA-1931_latrine_LIA",17750
"ASV_13169","ASV_13169",0.0246061765358173,0.855177613907987,0.0216704624294999,1.13547076421964,131.980333333333,731.1315,10480,1,0.01,"latrine_LIA-1931_latrine_LIA",13169
"ASV_18402","ASV_18402",0.0117131354574801,0.855177613907987,0.0155889391142943,0.75137476460728,6.94533333333333,323.649,17444,1,0.006,"latrine_LIA-1931_latrine_LIA",18402
"ASV_17552","ASV_17552",0.00819645893398388,0.855177613907987,0.00766933445913268,1.06873144960101,42.082,221.747,16366,1,0.004,"latrine_LIA-1931_latrine_LIA",17552
"ASV_17562","ASV_17562",0.00589532047017077,0.855177613907987,0.0104306109873838,0.565194165260439,0,159.492,16382,1,0.045,"latrine_LIA-1931_latrine_LIA",17562
"ASV_11511","ASV_11511",0.00586557132648284,0.855177613907987,0.00600692534020356,0.976468158714299,170.256,11.766,8506,1,0.017,"latrine_LIA-1931_latrine_LIA",11511
"ASV_19558","ASV_19558",0.00440729651807496,0.855177613907987,0.00779784503975567,0.565194165260439,0,119.235,18958,1,0.04,"latrine_LIA-1931_latrine_LIA",19558
"ASV_18900","ASV_18900",0.00401532120943299,0.855177613907987,0.0059434692144986,0.675585430751108,0,108.6305,18101,1,0.01,"latrine_LIA-1931_latrine_LIA",18900
"ASV_13168","ASV_13168",0.00389834528473916,0.855177613907987,0.00390159127181644,0.999168035078219,53.714,97.2185,10479,1,0.021,"latrine_LIA-1931_latrine_LIA",13168
"ASV_16317","ASV_16317",0.0034016226805648,0.855177613907987,0.00601850282548006,0.565194165260439,0,92.0275,14836,1,0.001,"latrine_LIA-1931_latrine_LIA",16317
