"ASV","species","average","overall","sd","ratio","ava","avb","ord","cusum","p","Comparison","Position","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_13156","ASV_13156",0.00828853404302506,0.855729688770607,0.00773321228125998,1.0718099725661,38.2695,224.238,11389,1,0.035,"latrine_LIA-1931_latrine_1931-1962",13156,"Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadaceae"
"ASV_10575","ASV_10575",0.00755732978487469,0.855729688770607,0.00807912537538946,0.935414346693485,0,204.456,8408,1,0.001,"latrine_LIA-1931_latrine_1931-1962",10575,"Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX"
"ASV_10602","ASV_10602",0.0052955939971908,0.855729688770607,0.00501143971066155,1.05670112840522,0,143.267,8435,1,0.001,"latrine_LIA-1931_latrine_1931-1962",10602,"Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX"
"ASV_18769","ASV_18769",0.00485081688474902,0.855729688770607,0.00514342272660512,0.943110676020746,1.0845,131.234,18163,1,0.016,"latrine_LIA-1931_latrine_1931-1962",18769,"Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA
"ASV_14396","ASV_14396",0.0207783507059954,0.877254072102708,0.0245622270047453,0.845947344350379,562.1375,0.754333333333333,12595,1,0.002,"latrine_LIA-1931_latrine_1984-2024",14396,"Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia",NA
"ASV_14414","ASV_14414",0.0123642160124196,0.877254072102708,0.013792085783844,0.896471803191874,334.5015,0,12615,1,0.004,"latrine_LIA-1931_latrine_1984-2024",14414,"Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea",NA,NA
"ASV_18402","ASV_18402",0.0105299647618344,0.877254072102708,0.00776749559545984,1.35564476766349,82.4555,358.198,17563,1,0.034,"latrine_LIA-1931_latrine_1984-2024",18402,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes"
"ASV_17624","ASV_17624",0.00725165717946822,0.877254072102708,0.0066436236728055,1.09152136493697,201.293,10.2133333333333,16629,1,0.001,"latrine_LIA-1931_latrine_1984-2024",17624,"Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida",NA
"ASV_19015","ASV_19015",0.00716955594982874,0.877254072102708,0.00831563752537316,0.862177545371905,159.91,84.513,18333,1,0.039,"latrine_LIA-1931_latrine_1984-2024",19015,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX"
"ASV_16215","ASV_16215",0.00617414553608832,0.877254072102708,0.00868029769178798,0.711282695054271,177.231,11.114,14912,1,0.003,"latrine_LIA-1931_latrine_1984-2024",16215,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes"
"ASV_10637","ASV_10637",0.00535350287080161,0.877254072102708,0.00579626793007953,0.923612044056795,123.7515,72.7593333333333,7990,1,0.027,"latrine_LIA-1931_latrine_1984-2024",10637,"Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX"
"ASV_16180","ASV_16180",0.00520107932283581,0.877254072102708,0.00890082329262072,0.584336881190282,140.71,0,14877,1,0.001,"latrine_LIA-1931_latrine_1984-2024",16180,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes"
"ASV_15677","ASV_15677",0.00485783987580395,0.877254072102708,0.00500911792418222,0.969799463564641,135.5245,20.3003333333333,14235,1,0.005,"latrine_LIA-1931_latrine_1984-2024",15677,"Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida"
"ASV_18332","ASV_18332",0.00455908553263843,0.877254072102708,0.00618453038094622,0.737175703216595,123.3415,0,17489,1,0.04,"latrine_LIA-1931_latrine_1984-2024",18332,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes"
